payment_code,age,gender,handed,lang,study,caff,group,part,item_full,item_en,item_id,predicate,context,judgment,decision_time_item_1,submit_time,item_order,quarter
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,Non so se la rana abbia nascosto i pennarelli%2C ma se la papera capisce che li ha nascosti%2C le sotterrerà le figurine in giardino.,I don't know whether the frog hid the crayons%2C but if the duck understands that he did%2C she bury his favorite figurines in the yard.,11,semi_factive,dontknowwhether,7,26450,27448,18,1
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,Il panda non ha perduto l'album dei ricordi%2C ma la rana è triste che l'abbia perduto. ,I don't know if the panda lost the scrapbook%2C but the frog is sad that he lost it.,38,true_factive,dontknowwhetherand,1,12273,13399,19,1
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,La papera non ha dimenticato la torta%2C ma la rana è arrabbiata che l'abbia dimenticata. ,I don't know if the duck forgot the cake%2C but the frog is angry that he forgot it.,34,true_factive,dontknowwhetherand,1,4323,5430,20,1
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,La rana non ha dimenticato il compleanno della papera%2C ma se la papera pensa che l'abbia dimenticato%2C nasconderà il diario dell'amicizia nel bosco.,The frog didn't forget the duck's birthday%2C but if the duck thinks that he did%2C she will hide the friendship book in the wood.,18,non_factive,notpif,7,6044,7624,24,1
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,Non so se la papera abbia preso il voto massimo%2C ma se la rana pensa che l'abbia preso%2C sarà gelosa.,I don't know whether the duck got the top grade%2C but if the frog thinks that she did%2C he will be jealous.,17,non_factive,dontknowwhether,7,4583,6830,25,2
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,Non so se la papera abbia perso l'aquilone%2C ma se il panda è arrabbiato che l'abbia perso%2C le getterà gli occhiali da sole in mare.,I don't know whether the duck lost the kite%2C but if the panda is angry that she did%2C he will hurl her sunglasses in the sea.,1,true_factive,dontknowwhether,7,5530,8891,26,2
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,La rana non ha forzato la porta della cantina%2C ma il panda è arrabbiato che l'abbia forzata. ,I don't know if the frog smashed the cellar door%2C but the panda is angry that he smashed it.,35,true_factive,dontknowwhetherand,3,9150,10177,27,2
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,Il panda non ha forzato la serratura%2C ma la papera%2C dopo averla controllata%2C ha capito che il panda l'ha forzata.,I don't know if the panda picked the lock%2C but the duck%2C after checking it%2C realized that the panda picked it.,43,semi_factive,dontknowwhetherand,4,6854,9921,28,2
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,Il panda non ha rotto nulla%2C ma se ha rotto anche il vaso di porcellana%2C la rana andrà su tutte le furie.,The panda didn't break anything%2C but if he broke the porcelaine vase too%2C the frog will flare up.,28,too,notpif,1,7993,9453,29,2
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,La rana non ha mai rovesciato la bottiglia d'olio%2C ma se l'ha rovesciata di nuovo ieri%2C la paperà le farà pulire tutta la cucina.,The frog has never knocked over the oil bottle%2C but if she knocked it over again yesterday%2C the duck will make her clean the entire kitchen.,32,again,notpif,1,4875,5958,30,2
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,La papera non ha rotto il vasetto di miele%2C ma se il panda si rende conto che l'ha rotto%2C le terrà il broncio., The duck didn't break the honey jar%2C but if the panda realizes that she did%2C he will pout.,14,semi_factive,notpif,1,3273,5779,31,2
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,La papera non ha buttato via la cartolina%2C ma se il panda capisce che l'ha buttata via%2C non le parlerà mai più.,The duck didn't throw away the postcard%2C but if the panda understands that she did%2C he will not speak to her anymore.,10,semi_factive,notpif,2,5482,6523,34,2
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,Il panda non ha rubato il quaderno da colorare%2C ma se la papera è triste che l'abbia rubato%2C lo manderà via.,The panda didn't steal the coloring book%2C but if the duck is sad that he did%2C she will throw him out.,8,true_factive,notpif,2,30871,31956,35,2
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,Non so se la papera abbia sporcato qualcosa%2C ma se ha sporcato anche il tappeto%2C il panda non la inviterà più a casa sua.,I don't know whether the duck dirtied anything%2C but if she dirtied the carpet too%2C the panda won't invite her anymore.,27,too,dontknowwhether,2,13205,14214,36,2
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,La papera non ha tagliuzzato il poster%2C ma se il panda capisce che l'ha tagliuzzato%2C le verserà del succo nello zaino.,The duck didn't cut the poster%2C but if the panda understands that she did%2C he will pour juice into her backpack.,12,semi_factive,notpif,2,7061,8546,40,2
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,Non so se il panda abbia piegato le lancette dell'orologio%2C ma se la rana si rende conto che le ha piegate%2C gli urlerà contro.,I don't know whether the panda bent the hands of the clock%2C but if the frog realizes that he did%2C he will shout at him.,13,semi_factive,dontknowwhether,2,5369,6657,42,2
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,La papera non ha mai bruciato il pane%2C ma se l'ha bruciato di nuovo ieri%2C il panda non farà più colazione con lei.,The duck has never burnt the bread%2C but if she burnt it again yesterday%2C the panda won't have breakfast with her anymore.,30,again,notpif,1,4344,5750,47,2
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,Non so se la rana abbia finito la limonata%2C ma se la papera crede che l'abbia finita%2C andrà a comprare dei limoni.,I don't know whether the frog finished the lemonade%2C but if the duck believes that he did%2C she will go buy lemons.,23,non_factive,dontknowwhether,7,10805,16129,48,2
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,Il panda non ha bucato il pallone da calcio%2C ma se la rana è arrabbiata che l'abbia bucato%2C gli verserà del latte sul computer.,The panda didn't puncture the football%2C but if the frog is angry that he did%2C he will pour milk over his laptop.,2,true_factive,notpif,5,5897,7174,49,3
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,Il panda non ha cambiato le regole del gioco di ruolo%2C ma la papera%2C dopo averle ripassate%2C si è resa conto che il panda le ha cambiate.,I don't know whether the panda changed the rules of the role-playing game%2C but the duck%2C after reviewing them%2C realized that the panda changed them.,46,semi_factive,dontknowwhetherand,4,6659,7485,50,3
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,La rana non ha copiato le risposte della verifica%2C ma il panda%2C dopo averle viste%2C si è reso conto che la rana le ha copiate.,I don't know whether the frog copied the answers in the check%2C but the panda%2C after seeing them%2C realized that the frog copied them.,47,semi_factive,dontknowwhetherand,4,10070,10875,52,3
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,Non so se la rana abbia truccato il mazzo di carte%2C ma se il panda capisce che l'ha truccato%2C la escluderà dal prossimo pigiama party. ,I don't know whether the frog manipulated the deck%2C but if the panda understands that she did%2C he will uninvite him from the next sleepover.,9,semi_factive,dontknowwhether,7,7438,8397,54,3
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,Il panda non ha letto il diario segreto%2C ma se la rana si rende conto che l'ha letto%2C considererà la loro amicizia rovinata.,The panda didn't read the diary%2C but if the frog realizes that he did%2C he will consider their friendship ruined.,16,semi_factive,notpif,6,11385,12525,55,3
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,La rana non ha rovinato il puzzle%2C ma se il panda è arrabbiato che l'abbia rovinato%2C le butterà le scarpe fuori dalla finestra.,The frog didn't ruin the puzzle%2C but if the panda is angry that he did%2C he will throw his shoes out of the window.,4,true_factive,notpif,4,23303,24453,58,3
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,Non so se il panda abbia forato il gonfiabile%2C ma se la rana si rende conto che l'ha forato%2C lo dirà alla maestra.,I don't know whether the panda made a hole in the bouncy castle%2C but if the frog realizes that he did%2C he will tell the teacher.,15,semi_factive,dontknowwhether,6,4370,5293,60,3
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,Non so se il panda abbia danneggiato il microfono%2C ma se la rana è arrabbiata che l'abbia danneggiato%2C lo escluderà dalla serata di karaoke. ,I don't know whether the panda damaged the mic%2C but if the frog is angry that he did%2C he will uninvite him from karaoke night.,3,true_factive,dontknowwhether,6,5731,7127,65,3
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,La papera non ha imbrattato il muro%2C ma se il panda crede che l'abbia imbrattato%2C le nasconderà tutti i pennarelli.,The duck didn't paint the wall%2C but if the panda believes that she did%2C he will hide all of her crayons.,24,non_factive,notpif,7,4721,6384,66,3
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,La rana non ha perduto nulla%2C ma se ha perduto anche le chiavi%2C la papera andrà nel panico.,The frog didn't lose anything%2C but if she lost the keys too%2C the duck will panic.,26,too,notpif,1,3387,4780,67,3
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,Non so se la papera abbia distrutto il castello di sabbia%2C ma se il panda è triste che l'abbia distrutto%2C piangerà per tutto il giorno.,I don't know whether the duck destroyed the sand castle%2C but if the panda is sad that she did%2C he will cry all day.,5,true_factive,dontknowwhether,6,5234,6422,68,3
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,Non so se la rana abbia mai usato il giocattolo della papera%2C ma se l'ha usato di nuovo ieri%2C la papera le getterà tutti i disegni nel fango.,I don't know whether the frog has nver used the duck's toy%2C but if she used it again yesterday%2C the duck will throw all her drawing in the mud.,29,again,dontknowwhether,5,7746,8865,70,3
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,La rana non ha squarciato l'orsacchiotto%2C ma se la papera è triste che l'abbia squarciato%2C le disegnerà sulla faccia con l'indelebile.,The frog didn't cut open the teddy bear%2C but if the duck is sad that he did%2C she will draw on his face with sharpie.,6,true_factive,notpif,5,34054,36971,71,3
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,La rana non ha strappato il biglietto di auguri%2C ma se il panda pensa che l'abbia strappato%2C si metterà a piangere.,The frog didn't tear up the birthday card%2C but if the panda thinks that he did%2C he will start to cry.,20,non_factive,notpif,7,4968,6079,72,3
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,A,Non so se il panda abbia mai offeso la rana%2C ma se l'ha offesa di nuovo ieri%2C la rana lo prenderà in giro davanti a tutti.,I don't know whether the panda has ever offended the frog%2C but if he offended her again yesterday%2C the frog will make fun of him in font of everybody.,31,again,dontknowwhether,3,4910,6324,73,4
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,B,La papera crede erroneamente che il panda abbia fatto morire le rose%2C ed è arrabbiata che le abbia fatte morire. ,The duck mistakenly believes that the panda made the roses die%2C and is angry that he made them die.,33,true_factive,mistaken,7,19854,21533,76,4
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,B,La papera non ha potato la siepe%2C ma la rana%2C dopo averla innaffiata%2C si è erroneamente resa conto che la papera l'ha potata.,The duck did not prune the hedge%2C but the frog%2C after watering it%2C mistakenly realized that the duck pruned it.,48,semi_factive,mistaken,6,19404,20590,78,4
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,B,Il panda crede erroneamente che la papera abbia gettato via le bambole di pezza%2C ed è triste che le abbia gettate via. ,The panda mistakenly believes that the duck threw away the rag dolls%2C and is sad that he threw them away.,37,true_factive,mistaken,7,5187,9417,79,4
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,B,Il panda crede erroneamente che la papera abbia mollato il corso di nuoto%2C ed è triste che l'abbia mollato. ,The panda mistakenly believes that the duck dropped out of swimming class%2C and he is sad that he dropped out.,40,true_factive,mistaken,7,4503,5798,81,4
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,B,La rana non ha spaccato le automobiline%2C ma il panda%2C dopo averle esaminate%2C ha erroneamente capito che la rana le ha spaccate.,The frog did not break the toy train%2C but the panda%2C after examining it%2C mistakenly realizes that the frog broke it.,41,semi_factive,mistaken,7,8808,10873,82,4
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,B,La rana non ha truccato la macchinina telecomandata%2C ma il panda%2C dopo averla usata%2C ha erroneamente capito che la rana l'ha truccata.,The frog did not rig the remote control car%2C but the panda%2C after using it%2C mistakenly realized that the frog rigged it.,44,semi_factive,mistaken,7,4859,6248,89,4
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,B,La papera non ha modificato la ricetta della torta%2C ma la rana%2C dopo averla riletta%2C si è erroneamente resa conto che la papera l'ha modificata.,The duck did not change the cake recipe%2C but the frog%2C after re-reading it%2C mistakenly realized that the duck changed it.,45,semi_factive,mistaken,7,4137,5375,93,4
791437,24,femmina,destrimana/o,italiano,Linguistica,No,f,B,La papera crede erroneamente che la rana abbia strisciato la finestra in soffitta%2C ed è arrabbiata che l'abbia strisciata. ,The duck mistakenly believes the frog crawled through the attic window%2C and is angry that he crawled through it.,36,true_factive,mistaken,7,6144,7516,94,4
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,La papera non ha gettato via le bambole di pezza%2C ma il panda è triste che le abbia gettate via. ,I don't know if the duck threw away the rag dolls%2C but the panda is sad that he threw them away.,37,true_factive,dontknowwhetherand,1,8533,9739,1,1
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,La rana non ha finito la limonata%2C ma se la papera crede che l'abbia finita%2C andrà a comprare dei limoni.,The frog didn't finish the lemonade%2C but if the duck believes that he did%2C she will go buy lemons.,23,non_factive,notpif,2,12849,13823,2,1
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,Il panda non ha spaccato il trenino%2C ma se la papera crede che l'abbia spaccato%2C gli ruberà il quaderno da colorare. ,The panda didn't break the model train%2C but if the duck believes that he did%2C she will steal his coloring book.,21,non_factive,notpif,7,12095,13029,4,1
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,Il panda non ha fatto morire le rose%2C ma la papera è arrabbiata che le abbia fatte morire. ,I don't know if the panda made the roses die%2C but the duck is angry that he made them die.,33,true_factive,dontknowwhetherand,6,7925,9928,6,1
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,Non so se la rana abbia mai rovesciato la bottiglia d'olio%2C ma se l'ha rovesciata di nuovo ieri%2C la paperà le farà pulire tutta la cucina.,I don't know whether the frog has ever knocked over the oil bottle%2C but if she knocked it over again yesterday%2C the duck will make her clean the entire kitchen.,32,again,dontknowwhether,2,16253,17754,7,1
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,Non so se la papera abbia imbrattato il muro%2C ma se il panda crede che l'abbia imbrattato%2C le nasconderà tutti i pennarelli.,I don't know whether the duck painted the wall%2C but if the panda believes that she did%2C he will hide all of her crayons.,24,non_factive,dontknowwhether,7,5177,6083,8,1
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,Non so se la rana abbia rovinato il puzzle%2C ma se il panda è arrabbiato che l'abbia rovinato%2C le butterà le scarpe fuori dalla finestra.,I don't know whether the frog ruined the puzzle%2C but if the panda is angry that he did%2C he will throw his shoes out of the window.,4,true_factive,dontknowwhether,7,13585,14488,14,1
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,Non so se la rana abbia dimenticato il compleanno della papera%2C ma se la papera pensa che l'abbia dimenticato%2C nasconderà il diario dell'amicizia nel bosco.,I don't know whether the frog forgot the duck's birthday%2C but if the duck thinks that he did%2C she will hide the friendship book in the wood.,18,non_factive,dontknowwhether,7,8695,9519,16,1
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,La papera non ha preso il voto massimo%2C ma se la rana pensa che l'abbia preso%2C sarà gelosa.,The duck didn't get the top grade%2C but if the frog thinks that she did%2C he will be jealous.,17,non_factive,notpif,7,9023,10023,18,1
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,Non so se la rana abbia perduto qualcosa%2C ma se ha perduto anche le chiavi%2C la papera andrà nel panico.,I don't know whether the frog lost anything%2C but if she lost the keys too%2C the duck will panic.,26,too,dontknowwhether,7,13443,14326,19,1
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,Non so se la rana abbia strappato il biglietto di auguri%2C ma se il panda pensa che l'abbia strappato%2C si metterà a piangere.,I don't know whether the frog tore up the birthday card%2C but if the panda thinks that he did%2C he will start to cry.,20,non_factive,dontknowwhether,6,7401,8340,24,1
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,Non so se il panda abbia rubato il quaderno da colorare%2C ma se la papera è triste che l'abbia rubato%2C lo manderà via.,I don't know whether the panda stole the coloring book%2C but if the duck is sad that he did%2C she will throw him out.,8,true_factive,dontknowwhether,4,15330,16388,27,2
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,Non so se il panda abbia letto il diario segreto%2C ma se la rana si rende conto che l'ha letto%2C considererà la loro amicizia rovinata.,I don't know whether the panda read the diary%2C but if the frog realizes that he did%2C he will consider their friendship ruined.,16,semi_factive,dontknowwhether,7,7854,8697,28,2
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,Il panda non ha bruciato l'album di foto%2C ma se la rana è triste che l'abbia bruciato%2C piangerà a dirotto.,The panda didn't burn the photo album%2C but if the frog is sad that he did%2C he will cry his eyes out.,7,true_factive,notpif,1,10653,11445,31,2
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,Il panda non ha forato il gonfiabile%2C ma se la rana si rende conto che l'ha forato%2C lo dirà alla maestra.,The panda didn't make a hole in the bouncy castle%2C but if the frog realizes that he did%2C he will tell the teacher.,15,semi_factive,notpif,1,6818,7929,34,2
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,Non so se il panda abbia bucato il pallone da calcio%2C ma se la rana è arrabbiata che l'abbia bucato%2C gli verserà del latte sul computer.,I don't know whether the panda punctured the football%2C but if the frog is angry that he did%2C he will pour milk over his laptop.,2,true_factive,dontknowwhether,6,7768,8671,36,2
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,Non so se il panda abbia rotto qualcosa%2C ma se ha rotto anche il vaso di porcellana%2C la rana andrà su tutte le furie.,I don't know whether the panda broke anything%2C but if he broke the porcelaine vase too%2C the frog will flare up.,28,too,dontknowwhether,6,6023,6848,37,2
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,La papera non ha sporcato nulla%2C ma se ha sporcato anche il tappeto%2C il panda non la inviterà più a casa sua.,The duck didn't dirty anything%2C but if she dirtied the carpet too%2C the panda won't invite her anymore.,27,too,notpif,1,32473,33384,38,2
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,Il panda non ha mai offeso la rana%2C ma se l'ha offesa di nuovo ieri%2C la rana lo prenderà in giro davanti a tutti.,The panda has never offended the frog%2C but if he offended her again yesterday%2C the frog will make fun of him in font of everybody.,31,again,notpif,1,4633,5560,39,2
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,La rana non ha mai usato il giocattolo della papera%2C ma se l'ha usato di nuovo ieri%2C la papera le getterà tutti i disegni nel fango.,The frog has never used the duck's toy%2C but if she used it again yesterday%2C the duck will throw all her drawing in the mud.,29,again,notpif,1,5988,6922,41,2
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,Il panda non ha piegato le lancette dell'orologio%2C ma se la rana si rende conto che le ha piegate%2C gli urlerà contro.,The panda didn't bend the hands of the clock%2C but if the frog realizes that he did%2C he will shout at him.,13,semi_factive,notpif,1,4804,5986,42,2
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,Il panda non ha danneggiato il microfono%2C ma se la rana è arrabbiata che l'abbia danneggiato%2C lo escluderà dalla serata di karaoke. ,The panda didn't damage the mic%2C but if the frog is angry that he did%2C he will uninvite him from karaoke night.,3,true_factive,notpif,2,9300,10792,43,2
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,La rana non ha truccato la macchinina telecomandata%2C ma il panda%2C dopo averla usata%2C ha capito che la rana l'ha truccata.,I don't know whether the frog rigged the remote control car%2C but the panda%2C after using it%2C realized that the frog rigged it.,44,semi_factive,dontknowwhetherand,1,6237,7019,44,2
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,La rana non ha strisciato la finestra in soffitta%2C ma la papera è arrabbiata che l'abbia strisciata. ,I don't know if the frog crawled the attic window%2C but the duck is angry that he crawled it.,36,true_factive,dontknowwhetherand,1,10480,11650,45,2
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,Non so se la papera abbia buttato via la cartolina%2C ma se il panda capisce che l'ha buttata via%2C non le parlerà mai più.,I don't know whether the duck threw away the postcard%2C but if the panda understands that she did%2C he will not speak to her anymore.,10,semi_factive,dontknowwhether,7,6946,8218,47,2
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,La rana non ha nascosto i pennarelli%2C ma se la papera capisce che li ha nascosti%2C le sotterrerà le figurine in giardino.,The frog didn't hide the crayons%2C but if the duck understands that he did%2C she bury his favorite figurines in the yard.,11,semi_factive,notpif,1,5324,6866,49,3
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,Non so se la papera abbia rotto il vasetto di miele%2C ma se il panda si rende conto che l'ha rotto%2C le terrà il broncio.,I don't know whether the duck broke the honey jar%2C but if the panda realizes that she did%2C he will pout.,14,semi_factive,dontknowwhether,7,5489,7852,50,3
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,Il panda non ha sottratto nulla alla rana%2C ma se le ha sottratto anche il cappello%2C la rana gli strapperà il costume da bagno.,The panda didn't steal anything from the frog%2C but if he stole her hat too%2C the frog will rip his bathing suit.,25,too,notpif,1,5642,6507,52,3
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,Non so se la papera abbia mai bruciato il pane%2C ma se l'ha bruciato di nuovo ieri%2C il panda non farà più colazione con lei.,I don't know whether the duck has ever burnt the bread%2C but if she burnt it again yesterday%2C the panda won't have breakfast with her anymore.,30,again,dontknowwhether,7,4662,5536,57,3
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,La papera non ha modificato la ricetta della torta%2C ma la rana%2C dopo averla riletta%2C si è resa conto che la papera l'ha modificata.,I don't know whether the duck changed the cake recipe%2C but the frog%2C after re-reading it%2C realized that the duck changed it.,45,semi_factive,dontknowwhetherand,1,5946,6897,58,3
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,La papera non ha smarrito il bracciale dell'amicizia%2C ma se la rana pensa che l'abbia smarrito%2C sarà molto delusa.,The duck didn't lose the friendship bracelet%2C but if the frog thinks that she did%2C he will be very disappointed.,19,non_factive,notpif,7,8182,9048,59,3
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,La papera non ha distrutto il castello di sabbia%2C ma se il panda è triste che l'abbia distrutto%2C piangerà per tutto il giorno.,The duck didn't destroy the sand castle%2C but if the panda is sad that she did%2C he will cry all day.,5,true_factive,notpif,1,6028,6940,60,3
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,La papera non ha potato la siepe%2C ma la rana%2C dopo averla innaffiata%2C si è resa conto che la papera l'ha potata.,I don't know whether the duck pruned the hedge%2C but the frog%2C after watering it%2C realized that the duck pruned it.,48,semi_factive,dontknowwhetherand,1,5632,6674,61,3
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,La papera non ha perso l'aquilone%2C ma se il panda è arrabbiato che l'abbia perso%2C le getterà gli occhiali da sole in mare.,The duck didn't lose the kite%2C but if the panda is angry that she did%2C he will hurl her sunglasses in the sea.,1,true_factive,notpif,2,8109,8870,63,3
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,Non so se il panda abbia calpestato le margherite%2C ma se la rana crede che le abbia calpestate%2C preparerà dei gavettoni per punirlo.,I don't know whether the panda trampled the daisies%2C but if the frog believes that he did%2C he will prepare water balloons to punish him.,22,non_factive,dontknowwhether,6,14128,15022,65,3
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,La papera non ha mollato il corso di nuoto%2C ma il panda è triste che l'abbia mollato. ,I don't know if the duck quit swimming class%2C but the panda is sad that he quit it.,40,true_factive,dontknowwhetherand,1,4568,5601,68,3
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,Non so se la rana abbia squarciato l'orsacchiotto%2C ma se la papera è triste che l'abbia squarciato%2C le disegnerà sulla faccia con l'indelebile.,I don't know whether the frog cut open the teddy bear%2C but if the duck is sad that he did%2C she will draw on his face with sharpie.,6,true_factive,dontknowwhether,7,3925,4748,70,3
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,La rana non ha truccato il mazzo di carte%2C ma se il panda capisce che l'ha truccato%2C la escluderà dal prossimo pigiama party. ,The frog didn't manipulate the deck%2C but if the panda understands that she did%2C he will uninvite him from the next sleepover.,9,semi_factive,notpif,5,9231,10240,73,4
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,La rana non ha spaccato le automobiline%2C ma il panda%2C dopo averle esaminate%2C ha capito che la rana le ha spaccate.,I don't know if the frog broke the toy train%2C but the panda%2C after examining it%2C realized that the frog broke it.,41,semi_factive,dontknowwhetherand,1,6241,7063,74,4
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,A,Non so se la papera abbia tagliuzzato il poster%2C ma se il panda capisce che l'ha tagliuzzato%2C le verserà del succo nello zaino.,I don't know whether the duck cut the poster%2C but if the panda understands that she did%2C he will pour juice into her backpack.,12,semi_factive,dontknowwhether,7,4730,5505,75,4
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,B,Il panda non ha forzato la serratura%2C ma la papera%2C dopo averla controllata%2C ha erroneamente capito che il panda l'ha forzata.,The panda did not pick the lock%2C but the duck%2C after checking it%2C mistakenly realized that the panda had picked it.,43,semi_factive,mistaken,7,6950,8712,81,4
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,B,La papera non ha smarrito la chiave della cantina%2C ma la rana%2C dopo averla cercata%2C ha erroneamente capito che la papera l'ha smarrita.,The duck did not misplace the house keys%2C but the frog%2C after looking for them%2C mistakenly realized that the duck misplaced them.,42,semi_factive,mistaken,7,4609,8321,82,4
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,B,La rana non ha copiato le risposte della verifica%2C ma il panda%2C dopo averle viste%2C si è erroneamente reso conto che la rana le ha copiate.,The frog did not copy the answers in the check%2C but the panda%2C after seeing them%2C mistakenly realized that the frog copied them.,47,semi_factive,mistaken,7,5294,6156,84,4
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,B,La rana crede erroneamente che la papera abbia dimenticato la torta%2C ed è arrabbiata che l'abbia dimenticata. ,The frog mistakenly believes the duck forgot the cake%2C and is angry that he forgot it.,34,true_factive,mistaken,7,13865,15377,86,4
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,B,La rana crede erroneamente che il panda abbia perduto l'album dei ricordi%2C ed è triste che l'abbia perduto. ,The frog mistakenly believes that the panda has lost the scrapbook%2C and he is sad that he has lost it.,38,true_factive,mistaken,7,8853,9770,87,4
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,B,Il panda crede erroneamente che la rana abbia forzato la porta della cantina%2C ed è arrabbiato che l'abbia forzata. ,The panda mistakenly believes that the frog smashed the cellar door%2C and is angry that he smashed it.,35,true_factive,mistaken,1,30430,34641,88,4
977287,24,maschio,destrimana/o,italiano,Medicina,Sì,a,B,La papera crede erroneamente che la rana abbia dato via il vestito da festa%2C ed è triste che l'abbia dato via. ,The duck mistakenly believes that the frog stole the party dress%2C and he is sad that he stole it.,39,true_factive,mistaken,1,4013,5179,92,4
